lemma,count,freq,freq_per_1000
gatavs,153,0.000565366324121188,0.565
pierādīt,153,0.000565366324121188,0.565
aizliegt,153,0.000565366324121188,0.565
medijs,152,0.0005616711193883698,0.562
šāda,152,0.0005616711193883698,0.562
meitene,151,0.0005579759146555515,0.558
smadzenes,151,0.0005579759146555515,0.558
saistīt,150,0.0005542807099227332,0.554
vēlēšanas,150,0.0005542807099227332,0.554
dzīvs,150,0.0005542807099227332,0.554
paredzēt,149,0.000550585505189915,0.551
atbalstīt,149,0.000550585505189915,0.551
katrs,148,0.0005468903004570968,0.547
vienīgs,147,0.0005431950957242786,0.543
dzirdēt,147,0.0005431950957242786,0.543
pateikties,147,0.0005431950957242786,0.543
uzņēmums,147,0.0005431950957242786,0.543
aiziet,146,0.0005394998909914603,0.539
izskatīties,146,0.0005394998909914603,0.539
ātri,146,0.0005394998909914603,0.539
terapija,146,0.0005394998909914603,0.539
līmenis,145,0.0005358046862586421,0.536
palīdzība,145,0.0005358046862586421,0.536
vēsture,145,0.0005358046862586421,0.536
atcerēties,145,0.0005358046862586421,0.536
risks,144,0.0005321094815258239,0.532
covidud<sos>,143,0.0005284142767930057,0.528
pandēmija,143,0.0005284142767930057,0.528
die,143,0.0005284142767930057,0.528
jebkurš,142,0.0005247190720601874,0.525
drīz,142,0.0005247190720601874,0.525
draugs,142,0.0005247190720601874,0.525
metode,140,0.000517328662594551,0.517
ūdens,140,0.000517328662594551,0.517
mainīt,139,0.0005136334578617328,0.514
galva,138,0.0005099382531289146,0.51
svarīgs,138,0.0005099382531289146,0.51
beigas,138,0.0005099382531289146,0.51
krievs,137,0.0005062430483960963,0.506
atbildēt,136,0.0005025478436632781,0.503
runa,135,0.0004988526389304599,0.499
minēt,135,0.0004988526389304599,0.499
konkrēts,135,0.0004988526389304599,0.499
bizness,135,0.0004988526389304599,0.499
maksāt,135,0.0004988526389304599,0.499
latvietis,134,0.0004951574341976417,0.495
miljons,134,0.0004951574341976417,0.495
izvēle,133,0.0004914622294648235,0.491
stāsts,133,0.0004914622294648235,0.491
viegli,133,0.0004914622294648235,0.491
joprojām,133,0.0004914622294648235,0.491
mēģināt,132,0.0004877670247320053,0.488
atņemt,132,0.0004877670247320053,0.488
apstiprināt,131,0.0004840718199991871,0.484
asins,131,0.0004840718199991871,0.484
globāls,131,0.0004840718199991871,0.484
viela,131,0.0004840718199991871,0.484
atzīt,130,0.00048037661526636886,0.48
medicīnisks,130,0.00048037661526636886,0.48
mediķis,130,0.00048037661526636886,0.48
pareizi,130,0.00048037661526636886,0.48
bieži,130,0.00048037661526636886,0.48
raidījums,129,0.00047668141053355063,0.477
piedalīties,129,0.00047668141053355063,0.477
konts,129,0.00047668141053355063,0.477
piedāvāt,128,0.0004729862058007324,0.473
izveidot,128,0.0004729862058007324,0.473
komentārs,128,0.0004729862058007324,0.473
inde,128,0.0004729862058007324,0.473
pfizer,128,0.0004729862058007324,0.473
tikt,128,0.0004729862058007324,0.473
organizācija,128,0.0004729862058007324,0.473
spēt,127,0.0004692910010679142,0.469
dzīvība,127,0.0004692910010679142,0.469
tātad,127,0.0004692910010679142,0.469
stāvoklis,127,0.0004692910010679142,0.469
utt,127,0.0004692910010679142,0.469
beigties,126,0.00046559579633509597,0.466
patiess,126,0.00046559579633509597,0.466
avots,125,0.0004619005916022777,0.462
pants,125,0.0004619005916022777,0.462
interesants,124,0.0004582053868694595,0.458
lauks,124,0.0004582053868694595,0.458
censties,123,0.00045451018213664126,0.455
rasties,123,0.00045451018213664126,0.455
zinātne,123,0.00045451018213664126,0.455
ieviest,123,0.00045451018213664126,0.455
sakars,123,0.00045451018213664126,0.455
ietekme,123,0.00045451018213664126,0.455
rīga,122,0.00045081497740382304,0.451
pārējais,122,0.00045081497740382304,0.451
izdoties,122,0.00045081497740382304,0.451
sertifikāts,122,0.00045081497740382304,0.451
apziņa,121,0.0004471197726710048,0.447
jurists,121,0.0004471197726710048,0.447
starptautisks,121,0.0004471197726710048,0.447
lapa,120,0.0004434245679381866,0.443
publicēt,120,0.0004434245679381866,0.443
iegūt,120,0.0004434245679381866,0.443
uzreiz,120,0.0004434245679381866,0.443
juridisks,120,0.0004434245679381866,0.443
pārtika,120,0.0004434245679381866,0.443
atvērt,119,0.0004397293632053684,0.44
parādīt,119,0.0004397293632053684,0.44
vējš,119,0.0004397293632053684,0.44
pavisam,118,0.00043603415847255015,0.436
apstāklis,118,0.00043603415847255015,0.436
informēt,118,0.00043603415847255015,0.436
atrasties,118,0.00043603415847255015,0.436
paraksts,118,0.00043603415847255015,0.436
privāts,117,0.00043233895373973193,0.432
ārstēt,117,0.00043233895373973193,0.432
kungs,117,0.00043233895373973193,0.432
sajūta,117,0.00043233895373973193,0.432
berns,117,0.00043233895373973193,0.432
pasākums,116,0.0004286437490069137,0.429
deva,116,0.0004286437490069137,0.429
masa,115,0.0004249485442740955,0.425
gandrīz,115,0.0004249485442740955,0.425
